id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
1911,Kepler-277,c,Transit,2,33.006,,,,0.202,Mass,0.3,,1,1,0,1,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,,13.42,Kepler-band,5946,1.12,1.69,14/05/14
1912,Kepler-278,b,Transit,2,30.160546,0.207,,,,,0.363,,1,1,0,1,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,11.584,Kepler-band,4991,,2.94,14/05/14
1913,Kepler-278,c,Transit,2,51.078775,0.294,,,,,0.32,,1,1,0,1,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,,11.584,Kepler-band,4991,,2.94,14/05/14
1914,Kepler-279,b,Transit,3,12.309681,0.112,,,,,0.323,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1915,Kepler-279,c,Transit,3,35.736,,,,0.155,Mass,0.384,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1916,Kepler-279,d,Transit,3,54.414,,,,0.118,Mass,0.277,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,,13.659,Kepler-band,6363,1.1,1.75,14/05/14
1917,Kepler-28,b,Transit,2,5.9123,0.062,,,1.51,Mass,0.321,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,,15.036,Kepler-band,4590,0.75,0.7,14/05/14
1918,Kepler-28,c,Transit,2,8.9858,0.081,,,1.36,Mass,0.303,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,,15.036,Kepler-band,4590,0.75,0.7,14/05/14
1919,Kepler-280,b,Transit,2,2.139542,0.032,,,,,0.129,,0,1,0,1,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,,14.466,Kepler-band,5744,0.91,0.89,14/05/14
1920,Kepler-280,c,Transit,2,4.807091,0.056,,,,,0.179,,0,1,0,1,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,,14.466,Kepler-band,5744,0.91,0.89,14/05/14
1921,Kepler-281,b,Transit,2,14.646008,0.117,,,,,0.252,,0,1,0,1,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,15.773,Kepler-band,5723,0.98,0.9,14/05/14
1922,Kepler-281,c,Transit,2,36.337373,0.215,,,,,0.474,,0,1,0,1,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,,15.773,Kepler-band,5723,0.98,0.9,14/05/14
1923,Kepler-282,b,Transit,4,9.220524,0.082,,,,,0.09,,0,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1924,Kepler-282,c,Transit,4,13.638723,0.106,,,,,0.107,,0,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1925,Kepler-282,d,Transit,4,24.806,,,,0.192,Mass,0.219,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1926,Kepler-282,e,Transit,4,44.347,,,,0.177,Mass,0.277,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,,15.204,Kepler-band,5602,0.97,0.9,14/05/14
1927,Kepler-283,b,Transit,2,11.008151,0.082,,,,,0.19,,0,1,0,1,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,15.847,Kepler-band,4351,,0.57,14/05/14
1928,Kepler-283,c,Transit,2,92.743711,0.341,,,,,0.162,,0,1,0,1,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,,15.847,Kepler-band,4351,,0.57,14/05/14
1929,Kepler-284,b,Transit,2,12.699149,0.104,,,,,0.2,,0,1,0,1,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,15.824,Kepler-band,5615,,0.81,14/05/14
1930,Kepler-284,c,Transit,2,37.514456,0.213,,,,,0.233,,0,1,0,1,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,,15.824,Kepler-band,5615,,0.81,14/05/14
1931,Kepler-285,b,Transit,2,2.633867,0.036,,,,,0.12,,0,1,0,1,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,15.173,Kepler-band,5411,0.85,0.81,14/05/14
1932,Kepler-285,c,Transit,2,6.186676,0.064,,,,,0.1,,0,1,0,1,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,,15.173,Kepler-band,5411,0.85,0.81,14/05/14
1933,Kepler-286,b,Transit,4,1.796302,0.027,,,,,0.111,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1934,Kepler-286,c,Transit,4,3.468095,0.042,,,,,0.122,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1935,Kepler-286,d,Transit,4,5.914323,0.061,,,,,0.119,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1936,Kepler-286,e,Transit,4,29.221289,0.176,,,,,0.158,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,,15.587,Kepler-band,5580,,0.86,14/05/14
1937,Kepler-287,b,Transit,2,20.342199,0.145,,,,,0.208,,0,1,0,1,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,,14.775,Kepler-band,5806,,1.03,14/05/14
1938,Kepler-287,c,Transit,2,44.851896,0.246,,,,,0.291,,0,1,0,1,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,,14.775,Kepler-band,5806,,1.03,14/05/14
1939,Kepler-288,b,Transit,3,6.097326,0.065,,,,,0.149,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1940,Kepler-288,c,Transit,3,19.305772,0.14,,,,,0.254,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1941,Kepler-288,d,Transit,3,56.633742,0.287,,,,,0.238,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,,15.151,Kepler-band,5918,0.89,1.09,14/05/14
1942,Kepler-289,b,Transit,3,34.545,0.21,,89.59,0.023,Mass,0.192,4.1,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,5990,1.08,1,19/11/14
1943,Kepler-289,c,Transit,3,125.8518,0.51,,89.794,0.42,Mass,1.034,0.47,1,1,0,2,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,5990,1.08,1,19/11/14
1944,Kepler-289,d,Transit,3,66.0634,0.33,,89.73,0.013,Mass,0.239,1.2,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,5990,1.08,1,19/11/14
1945,Kepler-29,b,Transit,2,10.3384,,,,0.01419,Mass,0.299,0.65,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,15.282,Kepler-band,5701,0.98,0.93,07/04/16
1946,Kepler-29,c,Transit,2,13.2884,,,,0.01259,Mass,0.28,0.7,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,15.282,Kepler-band,5701,0.98,0.93,07/04/16
1947,Kepler-290,b,Transit,2,14.589347,0.11,,,,,0.201,,0,1,0,1,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,,15.596,Kepler-band,5147,,0.74,14/05/14
1948,Kepler-290,c,Transit,2,36.77031,0.205,,,,,0.241,,0,1,0,1,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,,15.596,Kepler-band,5147,,0.74,14/05/14
1949,Kepler-291,b,Transit,2,3.546511,0.047,,,,,0.193,,0,1,0,1,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,,15.934,Kepler-band,6002,1.03,1.02,14/05/14
1950,Kepler-291,c,Transit,2,5.700786,0.065,,,,,0.168,,0,1,0,1,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,,15.934,Kepler-band,6002,1.03,1.02,14/05/14
1951,Kepler-292,b,Transit,5,2.580827,0.035,,,,,0.118,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,15.956,Kepler-band,5299,0.88,0.83,14/05/14
1952,Kepler-292,c,Transit,5,3.715335,0.045,,,,,0.131,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,15.956,Kepler-band,5299,0.88,0.83,14/05/14
1953,Kepler-292,d,Transit,5,7.055679,0.068,,,,,0.199,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,15.956,Kepler-band,5299,0.88,0.83,14/05/14
1954,Kepler-292,e,Transit,5,11.97901,0.097,,,,,0.238,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,15.956,Kepler-band,5299,0.88,0.83,14/05/14
1955,Kepler-292,f,Transit,5,20.834237,0.141,,,,,0.21,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,,15.956,Kepler-band,5299,0.88,0.83,14/05/14
1956,Kepler-293,b,Transit,2,19.254196,0.144,,,,,0.274,,0,1,0,1,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,,15.368,Kepler-band,5804,1.01,0.96,14/05/14
1957,Kepler-293,c,Transit,2,54.155743,0.286,,,,,0.342,,0,1,0,1,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,,15.368,Kepler-band,5804,1.01,0.96,14/05/14
1958,Kepler-294,b,Transit,2,3.701212,0.048,,,,,0.158,,0,1,0,1,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,,15.843,Kepler-band,5913,,0.98,14/05/14
1959,Kepler-294,c,Transit,2,6.6264,0.071,,,,,0.242,,0,1,0,1,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,,15.843,Kepler-band,5913,,0.98,14/05/14
1960,Kepler-295,b,Transit,3,12.645164,0.099,,,,,0.109,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,,14.447,Kepler-band,5603,,0.9,14/05/14
1961,Kepler-295,c,Transit,3,21.526258,0.142,,,,,0.104,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,,14.447,Kepler-band,5603,,0.9,14/05/14
1962,Kepler-295,d,Transit,3,33.884054,0.192,,,,,0.121,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,,14.447,Kepler-band,5603,,0.9,14/05/14
1963,Kepler-296,b,Transit,5,10.864384,0.079,0.33,,,,0.144,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,3740,0.5,0.48,03/09/15
1964,Kepler-296,c,Transit,5,5.8416366,0.0521,0.33,,,,0.178,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,3740,0.5,0.48,03/09/15
1965,Kepler-296,d,Transit,5,19.850291,0.118,0.33,,,,0.186,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,3740,0.5,0.48,03/09/15
1966,Kepler-296,e,Transit,5,34.14211,0.169,0.33,,,,0.136,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,3740,0.5,0.48,03/09/15
1967,Kepler-296,f,Transit,5,63.33627,0.255,0.33,,,,0.161,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,3740,0.5,0.48,03/09/15
1968,Kepler-297,b,Transit,2,38.871826,0.217,,,,,0.256,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,,14.232,Kepler-band,5619,,0.92,14/05/14
1969,Kepler-297,c,Transit,2,74.920137,0.336,,,,,0.583,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,,14.232,Kepler-band,5619,,0.92,14/05/14
1970,Kepler-298,b,Transit,3,10.475464,0.08,,,,,0.175,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,,15.415,Kepler-band,4465,0.65,0.58,14/05/14
1971,Kepler-298,c,Transit,3,22.92881,0.136,,,,,0.172,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,,15.415,Kepler-band,4465,0.65,0.58,14/05/14
1972,Kepler-298,d,Transit,3,77.473633,0.305,,,,,0.223,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,,15.415,Kepler-band,4465,0.65,0.58,14/05/14
1973,Kepler-299,b,Transit,4,2.927128,0.04,,,,,0.118,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,15.017,Kepler-band,5617,0.97,1.03,14/05/14
1974,Kepler-299,c,Transit,4,6.885875,0.07,,,,,0.236,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,15.017,Kepler-band,5617,0.97,1.03,14/05/14
1975,Kepler-299,d,Transit,4,15.054786,0.118,,,,,0.166,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,15.017,Kepler-band,5617,0.97,1.03,14/05/14
1976,Kepler-299,e,Transit,4,38.285489,0.22,,,,,0.167,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,15.017,Kepler-band,5617,0.97,1.03,14/05/14
1977,Kepler-30,b,Transit,3,29.33434,0.18,0.042,90.179,0.036,Mass,0.348,1.02,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,5498,0.99,0.95,14/05/14
1978,Kepler-30,c,Transit,3,60.323105,0.3,0.0111,90.323,2.01,Mass,1.097,1.88,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,5498,0.99,0.95,14/05/14
1979,Kepler-30,d,Transit,3,143.34394,0.5,0.022,89.841,0.073,Mass,0.785,0.19,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,5498,0.99,0.95,14/05/14
1980,Kepler-300,b,Transit,2,10.446347,0.094,,,,,0.149,,0,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,,14.201,Kepler-band,5986,0.94,0.9,14/05/14
1981,Kepler-300,c,Transit,2,40.714955,0.232,,,,,0.201,,0,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,,14.201,Kepler-band,5986,0.94,0.9,14/05/14
1982,Kepler-301,b,Transit,3,2.508553,0.036,,,,,0.12,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,,14.271,Kepler-band,5815,0.91,0.9,14/05/14
1983,Kepler-301,c,Transit,3,5.419026,0.06,,,,,0.12,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,,14.271,Kepler-band,5815,0.91,0.9,14/05/14
1984,Kepler-301,d,Transit,3,13.751243,0.112,,,,,0.156,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,,14.271,Kepler-band,5815,0.91,0.9,14/05/14
1985,Kepler-302,b,Transit,2,30.184104,0.193,,,,,0.362,,0,1,0,1,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,,15.505,Kepler-band,5740,,1.22,14/05/14
1986,Kepler-302,c,Transit,2,127.282184,0.503,,,,,1.111,,0,1,0,1,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,,15.505,Kepler-band,5740,,1.22,14/05/14
1987,Kepler-303,b,Transit,2,1.937055,0.024,,,,,0.079,,0,1,0,1,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,,14.39,Kepler-band,3944,0.59,0.48,14/05/14
1988,Kepler-303,c,Transit,2,7.061149,0.057,,,,,0.102,,0,1,0,1,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,,14.39,Kepler-band,3944,0.59,0.48,14/05/14
1989,Kepler-304,b,Transit,4,3.295709,0.039,,,,,0.255,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,,14.84,Kepler-band,4731,0.8,0.69,14/05/14
1990,Kepler-304,c,Transit,4,5.315946,0.054,,,,,0.194,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,,14.84,Kepler-band,4731,0.8,0.69,14/05/14
1991,Kepler-304,d,Transit,4,9.653471,0.08,,,,,0.245,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,,14.84,Kepler-band,4731,0.8,0.69,14/05/14
1992,Kepler-304,e,Transit,4,1.49914695,,,,,,0.107,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,,14.84,Kepler-band,4731,0.8,0.69,10/05/16
1993,Kepler-305,b,Transit,3,5.487,,,,0.033,Mass,0.321,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,,15.812,Kepler-band,5100,0.76,0.79,14/05/14
1994,Kepler-305,c,Transit,3,8.291,,,,0.019,Mass,0.294,,1,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,,15.812,Kepler-band,5100,0.76,0.79,14/05/14
1995,Kepler-305,d,Transit,3,16.738661,0.121,,,,,0.242,,0,1,0,1,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,,15.812,Kepler-band,5100,0.76,0.79,14/05/14
1996,Kepler-306,b,Transit,4,4.646186,0.05,,,,,0.136,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,,15.565,Kepler-band,4954,0.82,0.72,14/05/14
1997,Kepler-306,c,Transit,4,7.240193,0.067,,,,,0.21,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,,15.565,Kepler-band,4954,0.82,0.72,14/05/14
1998,Kepler-306,d,Transit,4,17.326644,0.12,,,,,0.22,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,,15.565,Kepler-band,4954,0.82,0.72,14/05/14
1999,Kepler-306,e,Transit,4,44.840975,0.227,,,,,0.203,,0,1,0,1,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,,15.565,Kepler-band,4954,0.82,0.72,14/05/14
2000,Kepler-307,b,Transit,2,10.4208,,,,0.02341,Mass,0.217,2.62,1,1,0,1,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,,14.072,Kepler-band,5367,0.91,0.81,07/04/16
2001,Kepler-307,c,Transit,2,13.0729,,,,0.01145,Mass,0.196,1.74,1,1,0,1,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,,14.072,Kepler-band,5367,0.91,0.81,07/04/16
2002,Kepler-308,b,Transit,2,9.694928,0.09,,,,,0.189,,0,1,0,1,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,,15.809,Kepler-band,5895,,0.94,14/05/14
2003,Kepler-308,c,Transit,2,15.38231,0.123,,,,,0.193,,0,1,0,1,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,,15.809,Kepler-band,5895,,0.94,14/05/14
2004,Kepler-309,b,Transit,2,5.923653,0.059,,,,,0.139,,0,1,0,1,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,,15.157,Kepler-band,4713,,0.72,14/05/14
2005,Kepler-309,c,Transit,2,105.356383,0.401,,,,,0.224,,0,1,0,1,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,,15.157,Kepler-band,4713,,0.72,14/05/14
2006,Kepler-31,b,Transit,3,20.8613,0.16,,,,,0.491,,1,1,0,1,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,15.237,Kepler-band,6340,1.21,1.22,14/05/14
2007,Kepler-31,c,Transit,3,42.6318,0.26,,,4.7,Mass,0.473,,1,1,0,1,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,15.237,Kepler-band,6340,1.21,1.22,14/05/14
2008,Kepler-31,d,Transit,3,87.6451,0.4,,,6.8,Mass,0.348,,0,1,0,2,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,15.237,Kepler-band,6340,1.21,1.22,24/03/16
2009,Kepler-310,b,Transit,3,13.930698,0.111,,,,,0.106,,0,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,,14.279,Kepler-band,5797,0.85,0.88,14/05/14
2010,Kepler-310,c,Transit,3,56.47542,0.281,,,,,0.302,,0,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,,14.279,Kepler-band,5797,0.85,0.88,14/05/14
2011,Kepler-310,d,Transit,3,92.876125,0.392,,,,,0.22,,0,1,0,1,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,,14.279,Kepler-band,5797,0.85,0.88,14/05/14
2012,Kepler-311,b,Transit,2,9.176092,0.087,,,,,0.152,,0,1,0,1,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,,13.797,Kepler-band,5905,1.06,1.19,14/05/14
2013,Kepler-311,c,Transit,2,19.738286,0.145,,,,,0.128,,0,1,0,1,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,,13.797,Kepler-band,5905,1.06,1.19,14/05/14
2014,Kepler-312,b,Transit,2,1.772419,0.031,,,,,0.115,,0,1,0,1,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,,12.949,Kepler-band,6115,1.23,1.47,14/05/14
2015,Kepler-312,c,Transit,2,19.747412,0.153,,,,,0.281,,0,1,0,1,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,,12.949,Kepler-band,6115,1.23,1.47,14/05/14
2016,Kepler-313,b,Transit,2,14.970418,0.125,,,,,0.226,,0,1,0,1,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,,14.167,Kepler-band,5727,0.9,1.54,14/05/14
2017,Kepler-313,c,Transit,2,32.273273,0.208,,,,,0.229,,0,1,0,1,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,,14.167,Kepler-band,5727,0.9,1.54,14/05/14
2018,Kepler-314,b,Transit,2,2.461069,0.035,,,,,0.074,,0,1,0,1,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,,12.557,Kepler-band,5378,1.02,0.95,14/05/14
2019,Kepler-314,c,Transit,2,5.960392,0.064,,,,,0.259,,0,1,0,1,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,,12.557,Kepler-band,5378,1.02,0.95,14/05/14
2020,Kepler-315,b,Transit,2,96.101141,0.402,,,,,0.336,,0,1,0,1,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,,15.321,Kepler-band,5796,0.78,1.04,14/05/14
2021,Kepler-315,c,Transit,2,265.469335,0.791,,,,,0.37,,0,1,0,1,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,,15.321,Kepler-band,5796,0.78,1.04,14/05/14
2022,Kepler-316,b,Transit,2,2.240508,0.027,,,,,0.095,,0,1,0,1,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,,15.224,Kepler-band,4204,0.53,0.52,14/05/14
2023,Kepler-316,c,Transit,2,6.827766,0.058,,,,,0.103,,0,1,0,1,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,,15.224,Kepler-band,4204,0.53,0.52,14/05/14
2024,Kepler-317,b,Transit,2,5.524242,0.061,,,,,0.186,,0,1,0,1,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,,15.377,Kepler-band,5497,0.95,0.94,14/05/14
2025,Kepler-317,c,Transit,2,8.77501,0.083,,,,,0.153,,0,1,0,1,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,,15.377,Kepler-band,5497,0.95,0.94,14/05/14
2026,Kepler-318,b,Transit,2,4.662715,0.056,,,,,0.42,,0,1,0,1,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,,13.297,Kepler-band,5746,1.05,1.19,14/05/14
2027,Kepler-318,c,Transit,2,11.815007,0.105,,,,,0.328,,0,1,0,1,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,,13.297,Kepler-band,5746,1.05,1.19,14/05/14
2028,Kepler-319,b,Transit,3,4.362705,0.051,,,,,0.145,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,,13.828,Kepler-band,5526,1.29,0.9,14/05/14
2029,Kepler-319,c,Transit,3,6.941357,0.069,,,,,0.235,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,,13.828,Kepler-band,5526,1.29,0.9,14/05/14
2030,Kepler-319,d,Transit,3,31.781925,0.191,,,,,0.204,,0,1,0,1,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,,13.828,Kepler-band,5526,1.29,0.9,14/05/14
2031,Kepler-32,b,Transit,5,5.90124,0.05,,,4.1,Mass,0.196,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,16.452,V (Johnson),3900,0.58,0.53,24/03/16
2032,Kepler-32,c,Transit,5,8.7522,0.09,,,0.5,Mass,0.178,,1,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,16.452,V (Johnson),3900,0.58,0.53,24/03/16
2033,Kepler-32,d,Transit,5,22.7802,0.13,,,,,0.241,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,16.452,V (Johnson),3900,0.58,0.53,24/03/16
2034,Kepler-32,e,Transit,5,2.896,0.033,,,,,0.134,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,16.452,V (Johnson),3900,0.58,0.53,24/03/16
2035,Kepler-32,f,Transit,5,0.74296,0.013,,,,,0.073,,0,1,0,1,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,16.452,V (Johnson),3900,0.58,0.53,24/03/16
2036,Kepler-320,b,Transit,2,8.371554,0.085,,,,,0.102,,0,1,0,1,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,,13.474,Kepler-band,6435,,1.11,14/05/14
2037,Kepler-320,c,Transit,2,17.934937,0.142,,,,,0.122,,0,1,0,1,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,,13.474,Kepler-band,6435,,1.11,14/05/14
2038,Kepler-321,b,Transit,2,4.915379,0.057,,,,,0.158,,0,1,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,12.706,Kepler-band,5740,1.01,1.19,14/05/14
2039,Kepler-321,c,Transit,2,13.093921,0.11,,,,,0.207,,0,1,0,1,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,,12.706,Kepler-band,5740,1.01,1.19,14/05/14
2040,Kepler-322,b,Transit,2,1.653888,0.027,,,,,0.09,,0,1,0,1,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,,13.53,Kepler-band,5388,0.91,0.89,14/05/14
2041,Kepler-322,c,Transit,2,4.337234,0.051,,,,,0.149,,0,1,0,1,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,,13.53,Kepler-band,5388,0.91,0.89,14/05/14
2042,Kepler-323,b,Transit,2,1.678327,0.028,,,,,0.128,,0,1,0,1,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,,12.722,Kepler-band,5987,1.09,1.18,14/05/14
2043,Kepler-323,c,Transit,2,3.553822,0.046,,,,,0.145,,0,1,0,1,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,,12.722,Kepler-band,5987,1.09,1.18,14/05/14
2044,Kepler-324,b,Transit,2,4.385315,0.05,,,,,0.102,,0,1,0,1,19h05m53.15s,286.471473,+49d38m56.5s,49.649021,,14.122,Kepler-band,5194,0.86,0.84,14/05/14
